query_index,query_id,query_org,query_risk_score,query_description,similar_incident_id,similar_org,similar_risk_score,similarity,similar_description
42,83,"ТОО ""Floraison KZ""",2.5,"На территории Производственно-ремонтного цеха ТОО «Ойл Транспорт Корпорейшэн» при проведении ремонтных работ кондиционера на автобусе, слесарь по ремонту и обслуживания систем вентиляции и кондиционирования подрядной организации (аутстаффинг) ЧУ «Samruk Business Academy»  получил производственную травму (ушибы тела) в результате падения с высоты (с приставной лестницы).",83,"ТОО ""Роза Ветров KZ""",2.5,0.511349,"26.03.2025 года, на трассе Атырау – Доссор на 31 км., при повороте на автодорогу ИГХК (в сторону завода KPI) произошло ДТП, с участием автобуса TOYOTA COASTER подрядной организации ТОО «ОмарАвто» и стороннего автотранспорта Лада «Vesta», В результате ДТП в автомобиле Lada Vesta погибли 3 человека, ещё 2 пассажира получили различные травмы и были госпитализированы. Кроме того, 3 работника подрядных организаций и 6 сотрудников ТОО «KPI Inc.» направлены на медицинский осмотр."
74,81,"ТОО ""Весенний Букет""",2.5,"Слесарь-ремонтник проводил подготовку к сварочным работам резервного трубопровода (Ø530х12мм) между кормассами №8 и №11 на территории НГДУ-1. Во время осмотра трубопровода в траншее произошло обрушение грунта, в результате чего слесарь-ремонтник получил травму левой ноги.",81,"ТОО ""Гүл Шабыт""",2.0625,0.747042,"При проведении демонтажных работ трубопровода Ø219мм и толщиной 10 мм на участке №1, в процессе выполнения резки произошел внезапный отскок отрезанного участка трубы, который ударил газоэлектросварщика 5 разряда верхнюю часть левой голени."
74,74,"ТОО ""Весенний Букет""",2.5,"Слесарь-ремонтник проводил подготовку к сварочным работам резервного трубопровода (Ø530х12мм) между кормассами №8 и №11 на территории НГДУ-1. Во время осмотра трубопровода в траншее произошло обрушение грунта, в результате чего слесарь-ремонтник получил травму левой ноги.",74,"ТОО ""Весенний Букет""",,0.733933,"Во время проведения сварочных работ на территории около резервуара №5 УПСВ №2, УПНПО, при проезде  Камаза по временно уложенной на поверхности земли трубе она соскользнув зажала правую ногу газорезчика находившегося рядом."
74,77,"ТОО ""Весенний Букет""",2.5,"Слесарь-ремонтник проводил подготовку к сварочным работам резервного трубопровода (Ø530х12мм) между кормассами №8 и №11 на территории НГДУ-1. Во время осмотра трубопровода в траншее произошло обрушение грунта, в результате чего слесарь-ремонтник получил травму левой ноги.",77,"ТОО ""Весенний Букет""",2.090909090909091,0.63263,"Оператор при подготовке к ремонту станка-качалки скважины № 6038, при отсоединении троса от траверсы, поскользнулся и упал, в результате чего получил травму правой ноги."
74,120,"ТОО ""Весенний Букет""",2.5,"Слесарь-ремонтник проводил подготовку к сварочным работам резервного трубопровода (Ø530х12мм) между кормассами №8 и №11 на территории НГДУ-1. Во время осмотра трубопровода в траншее произошло обрушение грунта, в результате чего слесарь-ремонтник получил травму левой ноги.",120,"ТОО ""Весенний Букет""",2.5,0.618786,"09.07.2025 жылы сағат 14.30 шамасында «Өзенмұнайгаз» АҚ-ға қарасты №1 Мұнай және газ өндіру басқармасының №88 топтық қондырғысының №7337 скважинасында «МұнайФилдСервис» ЖШС-нің №6 күрделі жөндеу бригадасында көтеріп-түсіру жұмыстары кезінде белгісіз себептермен элеватор шыбықпен (штанга) бірге ілмектен шығып кетіп, 3-ші дәрежелі бұрғышының көмекшісі Ы.Таласбаевтың басына соғып 
жарақат алды. 
Оқиға орнына келген Жаңаөзен қаласының жедел-жәрдемі медициналық көмек көрсетіп, содан Жаңаөзен қалалық көпбейінді ауруханасына жеткізілді."
74,204,"ТОО ""Весенний Букет""",2.5,"Слесарь-ремонтник проводил подготовку к сварочным работам резервного трубопровода (Ø530х12мм) между кормассами №8 и №11 на территории НГДУ-1. Во время осмотра трубопровода в траншее произошло обрушение грунта, в результате чего слесарь-ремонтник получил травму левой ноги.",204,"ТОО ""Весенний Букет""",,0.609353,"31.10.2025 жылы «Өзенмұнайгаз» АҚ-на қарасты №4 Мұнай және газ өндіру басқармасының №7 мұнай және газ өндіру цехының №79 топтық қондырғысына қарасты 5-ші дәрежелі МГӨ операторы Н.Өтеген кесте бойынша жұмысқа шығып, сағат 16:00 шамасында №676 тербелмелі қондырғыны жерасты жөндеу жұмыстарына дайындау барысында, берілген арнайы техниканы (АРОК) пайдаланбай тербелмелі қондырғының басын өз күшімен қайыру кезінде тайып құлап, жарақат алады. Дереу жедел - жәрдем шақыртылып, Н.Өтегенге алғашқы медициналық көмек көрсетілген соң, әрі қарай Жаңаөзен қалалық көпбейінді ауруханасына жеткізілді."
74,130,"ТОО ""Весенний Букет""",2.5,"Слесарь-ремонтник проводил подготовку к сварочным работам резервного трубопровода (Ø530х12мм) между кормассами №8 и №11 на территории НГДУ-1. Во время осмотра трубопровода в траншее произошло обрушение грунта, в результате чего слесарь-ремонтник получил травму левой ноги.",130,"ТОО ""Весенний Букет""",2.090909090909091,0.583279,"04.04.2025 жылы сағат 11:45 шамасында «Өзенмұнайгаз» АҚ-на қарасты Бұрғылау жұмыстары басқармасының Скважиналарды күрделі және жерасты жөндеу цехының №20 жерасты жөндеу бригадасының 5-ші дәрежелі жерасты жөндеу операторы С.Кванышбеков  №3 Мұнай және газ өндіру басқармасының №62 топтық қондырғысына қарасты №8312 скважинасының сораптық шыбығын қолмен бұрап жатқан кезінде, жоғарыда тұрған шыбықтық қармақтан шыбық элеваторы шығып кетіп, төмен қарай сырғып С.Кванышбековтың оң қолына түсіп, жарақат алады. Дереу бригада шебері К.Калиев жедел жәрдем шақыртады. «Жалымбетов медициналық орталығы» ЖШС-нің жедел жәрдемі келіп, алғашқы медициналық көмек көрсетілгеннен соң, әрі қарай С.Кванышбековты Жанаөзен қалалық көпбейінді ауруханасына жеткізеді."
74,205,"ТОО ""Весенний Букет""",2.5,"Слесарь-ремонтник проводил подготовку к сварочным работам резервного трубопровода (Ø530х12мм) между кормассами №8 и №11 на территории НГДУ-1. Во время осмотра трубопровода в траншее произошло обрушение грунта, в результате чего слесарь-ремонтник получил травму левой ноги.",205,"ТОО ""Весенний Букет""",2.0476190476190474,0.576874,"14.12.2025 жылы «Өзенмұнайгаз» АҚ-на қарасты №5 Скважиналарға қызмет көрсету басқармасының цементтеу агрегатының моторисі бекітілген кестеге сәйкес 1-кезекке жұмысқа шығып, жолдама қағазын алып, медициналық тексеруден өткен. Арнайы техникасымен СИН-35, м/б 154 АР12
цементтеу агрегатының моторисі А. Абиев екеуі жолдама қағазында көрсетілген маршрутқа сәйкес №1 Мұнай және газ өндіру басқармасының №8 мұнай және газ өндіру цехына барған. Аталған жерде оларға №7 топтық қондырғыда орналасқан №4124 скважинасына продавка жүргізу тапсырмасы берілген. Скважина басына келген соң СИН-35 арнайы техникасы орналастырылып, К. Кордабаев арнайы техниканың сорабының шлангасын АЦН техникасына жалғау үшін кабинадан түсіп, жаяу қозғалған сәтінде жердегі мұзға тайып құлап, жарақат алған. Дереу жедел жәрдем шақырылып, К. Кордабаевқа алғашқы медициналық көмек көрсетілген кейін, Жаңаөзен қалалық көпбейінді ауруханасына жеткізіліп, медициналық көмек көрсетілгеннен кейін үйіне жіберілген."
74,107,"ТОО ""Весенний Букет""",2.5,"Слесарь-ремонтник проводил подготовку к сварочным работам резервного трубопровода (Ø530х12мм) между кормассами №8 и №11 на территории НГДУ-1. Во время осмотра трубопровода в траншее произошло обрушение грунта, в результате чего слесарь-ремонтник получил травму левой ноги.",107,"ТОО ""Тюльпан Премиум""",2.0625,0.560886,"30.06.2025 жылы сағат 15.30 шамасында «Өзенмұнайгаз» 
АҚ-ға қарасты №4 Мұнай және газ өндіру басқармасының №79 топтық қондырғысының №945 
скважинасында «МұнайФилдСервис» ЖШС-нің №1 бригадасында көтергіш агрегатты 
монтаждауды күту кезінде, 5-ші дәрежелі көтергіш машинисті К.Бөпешов көтергіш агрегаттың 
астынан май ағып жатқанын байқап, ағып тұрған жерді анықтау мақсатында агрегаттың астына 
кірген, осы сәтте белгісіз себептермен көтергіш агрегат артқа қарай қозғалып К.Бөпешты басып 
кеткен.
Оқиға орнына келген жедел-жәрдем қызметі зардап шеккенге алғашқы медициналық 
көмек көрсетіп, оны Жаңаөзен қалалық көпбейінді ауруханасына жеткізді. Алайда алған 
жарақатының ауырлығынан К.Бөпешов қайтыс болды.
Оқиғаның мән-жайы анықталуда."
74,73,"ТОО ""Весенний Букет""",2.5,"Слесарь-ремонтник проводил подготовку к сварочным работам резервного трубопровода (Ø530х12мм) между кормассами №8 и №11 на территории НГДУ-1. Во время осмотра трубопровода в траншее произошло обрушение грунта, в результате чего слесарь-ремонтник получил травму левой ноги.",73,"ТОО ""Жасмин Люкс""",2.166666666666667,0.541843,"Трубопроводчик линейный Аварийно-восстановительного пункта Атырауского нефтепроводного управления, при выполнении работ по зачистке стенда под покраску для конкурса «Лучший по профессии» получил травму правого глаза."
74,76,"ТОО ""Весенний Букет""",2.5,"Слесарь-ремонтник проводил подготовку к сварочным работам резервного трубопровода (Ø530х12мм) между кормассами №8 и №11 на территории НГДУ-1. Во время осмотра трубопровода в траншее произошло обрушение грунта, в результате чего слесарь-ремонтник получил травму левой ноги.",76,"ТОО ""Весенний Букет""",2.5,0.541092,Во время осуществления погрузки подземного оборудования (штанги на полуприцеп авто-транспортного средства) стропальщик упал с площадки полуприцепа на землю.
75,77,"ТОО ""Весенний Букет""",2.5,Во время осуществления погрузки подземного оборудования (штанги на полуприцеп авто-транспортного средства) стропальщик упал с площадки полуприцепа на землю.,77,"ТОО ""Весенний Букет""",2.090909090909091,0.712198,"Оператор при подготовке к ремонту станка-качалки скважины № 6038, при отсоединении троса от траверсы, поскользнулся и упал, в результате чего получил травму правой ноги."
75,79,"ТОО ""Весенний Букет""",2.5,Во время осуществления погрузки подземного оборудования (штанги на полуприцеп авто-транспортного средства) стропальщик упал с площадки полуприцепа на землю.,79,"ТОО ""Весенний Букет""",,0.702103,"Во время подготовки скважины №1612 к текущему ремонту, оператор ДНГ при самовольном подъёме на пирамиду станка-качалки для откидывания головки балансира поскользнувшись упал на землю."
75,82,"ТОО ""Весенний Букет""",2.5,Во время осуществления погрузки подземного оборудования (штанги на полуприцеп авто-транспортного средства) стропальщик упал с площадки полуприцепа на землю.,82,"ТОО ""Camellia Trade""",,0.69133,"Оператор 3 разряда, после завершения работы по смене троса станка качалки, при спуске по лестнице рабочей площадки, споткнувшись упал на землю и при падении получил травму левой руки."
75,78,"ТОО ""Весенний Букет""",2.5,Во время осуществления погрузки подземного оборудования (штанги на полуприцеп авто-транспортного средства) стропальщик упал с площадки полуприцепа на землю.,78,"ТОО ""Весенний Букет""",2.0625,0.573097,"Во время ручного прикручивания штанги к плунжерному насосу на скважине №8312 ГУ № 62 НГДУ-3 оператором ПРС бригады №20 ЦПКРС УБР, штанговый элеватор соскочил с крюка и соскользнув по штанге, упал на правую руку оператора."
75,221,"ТОО ""Весенний Букет""",2.5,Во время осуществления погрузки подземного оборудования (штанги на полуприцеп авто-транспортного средства) стропальщик упал с площадки полуприцепа на землю.,221,"ТОО ""Flora Capital""",,0.550429,"03.01.2026 около 9:30 утра, возле контрольно-пропускного пункта TCO #7, когда самосвал субподрядчика перевозил материалы из карьера Kedenlyk 1.6 на площадку GSC, произошла утечка дизельного топлива из дизельного бака самосвала. Общий объём разлива составлял около 50 литров, из которых большая часть утечки находилась в капельном лотке, и примерно 3 литра попало на землю."
75,43,"ТОО ""Весенний Букет""",2.5,Во время осуществления погрузки подземного оборудования (штанги на полуприцеп авто-транспортного средства) стропальщик упал с площадки полуприцепа на землю.,43,"ТОО ""Floraison KZ""",2.5,0.549336,"На территории Производственно-ремонтного цеха ТОО «Ойл Транспорт Корпорейшэн» при проведении ремонтных работ кондиционера на автобусе, слесарь по ремонту и обслуживания систем вентиляции и кондиционирования подрядной организации (аутстаффинг) ЧУ «Samruk Business Academy»  получил производственную травму (ушибы тела) в результате падения с высоты (с приставной лестницы)."
75,74,"ТОО ""Весенний Букет""",2.5,Во время осуществления погрузки подземного оборудования (штанги на полуприцеп авто-транспортного средства) стропальщик упал с площадки полуприцепа на землю.,74,"ТОО ""Весенний Букет""",,0.548845,"Во время проведения сварочных работ на территории около резервуара №5 УПСВ №2, УПНПО, при проезде  Камаза по временно уложенной на поверхности земли трубе она соскользнув зажала правую ногу газорезчика находившегося рядом."
75,81,"ТОО ""Весенний Букет""",2.5,Во время осуществления погрузки подземного оборудования (штанги на полуприцеп авто-транспортного средства) стропальщик упал с площадки полуприцепа на землю.,81,"ТОО ""Гүл Шабыт""",2.0625,0.542975,"При проведении демонтажных работ трубопровода Ø219мм и толщиной 10 мм на участке №1, в процессе выполнения резки произошел внезапный отскок отрезанного участка трубы, который ударил газоэлектросварщика 5 разряда верхнюю часть левой голени."
75,75,"ТОО ""Весенний Букет""",2.5,Во время осуществления погрузки подземного оборудования (штанги на полуприцеп авто-транспортного средства) стропальщик упал с площадки полуприцепа на землю.,75,"ТОО ""Весенний Букет""",2.5,0.541092,"Слесарь-ремонтник проводил подготовку к сварочным работам резервного трубопровода (Ø530х12мм) между кормассами №8 и №11 на территории НГДУ-1. Во время осмотра трубопровода в траншее произошло обрушение грунта, в результате чего слесарь-ремонтник получил травму левой ноги."
75,223,"ТОО ""Весенний Букет""",2.5,Во время осуществления погрузки подземного оборудования (штанги на полуприцеп авто-транспортного средства) стропальщик упал с площадки полуприцепа на землю.,223,"ТОО ""Алма Гүл""",1.0909090909090908,0.520253,"На участке месторождения «Юго-Восточное Камышитовое» (НГДУ «Жайыкмунайгаз») около 11:20 час. старший инженер Атырауского филиала ТОО «КМГ Инжиниринг» Кадрешов Б. (30.06.1991г.), при подъеме по лестнице на печь подогрева ПТ-16/150, поскользнулся и упал. 
После проишествия уехали в город и обратились в городской травмпункт, где выявили травму."
